ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,data_quality_flag
467886,female,Yes,46,Yes,artist,0.0,Low,2.0,Cat_6,C,Complete
459201,female,Yes,66,Yes,artist,0.0,Average,2.0,Cat_6,C,Complete
463357,male,Yes,27,Yes,doctor,0.0,Average,2.0,Cat_5,D,Complete
460539,female,Yes,35,Yes,homemaker,0.0,Low,0.0,Cat_3,D,Complete
462380,female,Yes,53,No,artist,1.0,High,4.0,Cat_6,A,Complete
459884,male,Yes,80,No,lawyer,8.0,Low,1.0,Cat_6,D,Complete
461651,female,Yes,63,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
465336,female,No,41,Yes,doctor,9.0,Low,1.0,Cat_4,A,Complete
461338,male,Yes,43,Yes,artist,1.0,Average,4.0,Cat_6,C,Complete
461050,male,Yes,47,Yes,Not Provided,1.0,High,3.0,Cat_6,B,Incomplete
460485,female,No,18,No,marketing,9.0,Low,5.0,Cat_3,B,Complete
467901,female,No,33,Yes,entertainment,1.0,Low,4.0,Cat_6,B,Complete
463713,male,No,30,No,engineer,9.0,Low,3.0,Cat_4,D,Complete
464278,male,Yes,85,Yes,executive,1.0,High,2.0,Cat_6,D,Complete
461192,female,Yes,46,Yes,artist,0.0,High,0.0,Cat_6,C,Complete
462285,male,Yes,48,Yes,doctor,0.0,Low,2.0,,A,Complete
463044,male,Yes,80,Yes,lawyer,0.0,High,2.0,Cat_6,B,Complete
463086,male,No,33,Yes,artist,8.0,Low,0.0,Cat_5,A,Complete
459595,female,Yes,36,Yes,artist,4.0,High,7.0,Cat_6,C,Complete
461419,male,Yes,27,No,entertainment,3.0,Average,2.0,Cat_6,B,Complete
465767,male,No,28,No,healthcare,0.0,Low,5.0,Cat_4,B,Complete
460598,female,Yes,35,Yes,doctor,0.0,Average,3.0,Cat_3,A,Complete
460714,male,No,26,Yes,entertainment,1.0,Low,3.0,Cat_6,D,Complete
466482,female,Yes,39,Yes,homemaker,0.0,Average,3.0,Cat_3,A,Complete
461584,female,Yes,56,Yes,artist,1.0,High,4.0,Cat_2,B,Complete
462066,female,No,26,Yes,artist,13.0,Low,2.0,Cat_6,B,Complete
463369,male,Yes,31,Yes,entertainment,4.0,Low,2.0,Cat_6,B,Complete
466586,male,No,21,No,healthcare,0.0,Low,2.0,Cat_6,D,Complete
464649,male,Yes,39,No,entertainment,1.0,Average,4.0,Cat_4,A,Complete
463209,female,No,51,Yes,artist,0.0,Low,1.0,Cat_6,C,Complete
466298,male,Yes,45,No,doctor,0.0,Low,4.0,Cat_4,A,Complete
466929,female,No,33,Yes,homemaker,11.0,Low,0.0,Cat_6,D,Complete
459238,female,Yes,80,Yes,lawyer,0.0,High,2.0,Cat_6,A,Complete
463904,male,Yes,77,Yes,executive,1.0,Low,1.0,Cat_6,D,Complete
463996,female,No,29,No,healthcare,0.0,Low,5.0,Cat_4,D,Complete
462208,female,Yes,33,No,engineer,7.0,Average,5.0,Cat_4,B,Complete
461755,male,No,29,No,artist,1.0,Low,3.0,Cat_2,A,Complete
466736,female,No,20,No,healthcare,1.0,Low,0.0,Cat_6,D,Complete
466872,male,Yes,43,Yes,artist,1.0,Low,2.0,Cat_3,B,Complete
467104,female,No,18,No,healthcare,1.0,Low,3.0,Cat_6,D,Complete
463476,male,Yes,53,Yes,artist,3.0,Average,3.0,Cat_6,B,Complete
463953,male,Yes,28,Yes,entertainment,3.0,Average,3.0,Cat_7,B,Complete
462202,female,No,43,Yes,entertainment,1.0,Low,4.0,Cat_4,A,Complete
467830,male,No,31,Yes,entertainment,1.0,Low,3.0,Cat_6,D,Complete
463752,female,No,28,Yes,healthcare,0.0,Low,2.0,Cat_3,D,Complete
461770,male,Yes,65,Yes,artist,1.0,Low,2.0,Cat_6,A,Complete
466525,male,Yes,33,Yes,artist,0.0,Average,2.0,Cat_6,B,Complete
462349,male,Yes,49,Yes,artist,0.0,Average,6.0,Cat_6,C,Complete
463964,male,No,33,No,healthcare,1.0,Low,4.0,Cat_6,C,Complete
459353,male,Yes,53,Yes,artist,6.0,Average,2.0,Cat_6,C,Complete
459709,female,Yes,47,Yes,artist,7.0,Average,4.0,Cat_6,C,Complete
461858,male,No,31,No,entertainment,1.0,Low,7.0,Cat_4,D,Complete
460450,male,Yes,52,Yes,executive,1.0,High,4.0,Cat_4,B,Complete
467646,male,No,31,No,healthcare,0.0,Low,7.0,Cat_6,D,Complete
460780,female,No,30,Yes,healthcare,1.0,Low,2.0,Cat_3,A,Complete
463514,male,Yes,63,Yes,entertainment,0.0,Average,2.0,Cat_6,C,Complete
465105,male,Yes,69,No,executive,9.0,Average,2.0,Cat_6,B,Complete
460445,male,No,29,Yes,engineer,0.0,Low,4.0,Cat_3,D,Complete
462961,female,Yes,56,No,engineer,1.0,Average,5.0,Cat_6,B,Complete
463932,female,Yes,72,Yes,artist,1.0,Average,3.0,Cat_6,B,Complete
459145,male,Yes,88,No,lawyer,0.0,Low,1.0,Cat_2,A,Complete
465651,male,No,30,No,engineer,1.0,Low,4.0,Cat_6,D,Complete
463721,female,No,31,Yes,healthcare,1.0,Low,4.0,Cat_2,B,Complete
467369,male,No,41,Yes,artist,2.0,Low,3.0,Cat_6,A,Complete
461361,female,No,31,Yes,healthcare,9.0,Low,7.0,Cat_5,D,Complete
465608,male,No,20,No,healthcare,0.0,Low,5.0,Cat_3,D,Complete
464793,female,Yes,26,No,marketing,7.0,High,3.0,Cat_4,A,Complete
463736,male,Yes,48,No,entertainment,0.0,Average,5.0,Cat_6,C,Complete
462799,male,No,26,No,healthcare,0.0,Low,0.0,Cat_5,D,Complete
459006,male,No,20,No,healthcare,1.0,Low,4.0,Cat_6,D,Complete
460204,male,Yes,41,Yes,artist,4.0,Low,4.0,Cat_6,A,Complete
466762,male,Yes,63,Yes,homemaker,1.0,Low,3.0,Cat_6,B,Complete
464318,male,Yes,88,Yes,executive,1.0,Low,1.0,Cat_6,D,Complete
459634,female,No,39,Yes,engineer,0.0,Low,3.0,Cat_6,B,Complete
465416,male,Yes,55,No,engineer,1.0,High,4.0,Cat_6,A,Complete
467275,male,No,32,Yes,healthcare,0.0,Low,0.0,Cat_6,D,Complete
462117,male,No,32,Yes,entertainment,1.0,Low,2.0,Cat_6,D,Complete
460710,female,Yes,38,Yes,artist,0.0,Average,3.0,Cat_6,A,Complete
460098,female,Yes,62,Yes,engineer,1.0,Low,1.0,Cat_3,B,Complete
465787,male,No,18,No,healthcare,1.0,Low,5.0,Cat_4,D,Complete
463365,male,Yes,67,No,executive,1.0,High,2.0,Cat_6,D,Complete
464042,female,Yes,42,Yes,artist,9.0,Low,2.0,Cat_6,B,Complete
467627,female,No,45,Yes,engineer,0.0,Low,1.0,Cat_6,A,Complete
464720,male,Yes,46,No,doctor,0.0,Average,3.0,Cat_4,D,Complete
461123,male,No,20,No,healthcare,2.0,Low,4.0,Cat_4,D,Complete
465413,female,Yes,41,Yes,engineer,0.0,High,3.0,Cat_6,A,Complete
465126,female,Yes,35,No,engineer,7.0,Average,4.0,Cat_4,A,Complete
465950,female,Yes,52,Yes,artist,6.0,Low,2.0,Cat_6,A,Complete
466734,female,Yes,63,Yes,artist,1.0,Average,4.0,Cat_6,B,Complete
466222,male,Yes,51,No,executive,5.0,Low,3.0,Cat_2,C,Complete
466142,female,Yes,29,Yes,entertainment,0.0,Average,2.0,Cat_6,A,Complete
467888,male,No,27,No,doctor,0.0,Low,4.0,Cat_6,B,Complete
461992,female,No,37,Yes,doctor,1.0,Low,1.0,Cat_4,A,Complete
460522,female,Yes,29,No,homemaker,0.0,Average,2.0,Cat_4,C,Complete
459973,female,No,50,Yes,artist,0.0,Low,2.0,Cat_6,A,Complete
460695,male,Yes,74,Yes,lawyer,1.0,Low,1.0,Cat_6,A,Complete
464260,female,Yes,72,Yes,artist,3.0,Average,3.0,Cat_6,C,Complete
464140,female,Yes,83,Yes,lawyer,1.0,High,2.0,Cat_6,B,Complete
465606,male,Yes,37,Yes,engineer,1.0,Average,3.0,Cat_3,A,Complete
459050,female,No,19,No,healthcare,0.0,Low,3.0,Cat_6,D,Complete
462330,female,No,30,No,artist,1.0,Low,1.0,Cat_6,B,Complete
459940,female,No,46,Yes,engineer,1.0,Low,2.0,Cat_1,B,Complete
466352,female,Yes,65,Yes,doctor,1.0,Low,2.0,Cat_6,B,Complete
463558,female,Yes,88,Yes,lawyer,1.0,Average,2.0,Cat_6,C,Complete
460049,male,Yes,43,Yes,entertainment,0.0,Average,2.0,Cat_5,A,Complete
464148,male,Yes,50,Yes,executive,9.0,High,3.0,Cat_2,C,Complete
465503,male,No,35,Yes,artist,8.0,Low,2.0,Cat_6,D,Complete
465082,male,Yes,67,Yes,lawyer,0.0,Low,1.0,Cat_3,A,Complete
459832,male,Yes,66,Yes,executive,0.0,Low,1.0,Cat_6,B,Complete
464609,female,No,39,Yes,artist,3.0,Low,2.0,Cat_6,C,Complete
466703,female,Yes,46,Yes,homemaker,0.0,Average,0.0,Cat_6,C,Complete
466864,female,No,32,No,homemaker,8.0,Low,1.0,Cat_6,D,Complete
461458,female,No,40,Yes,artist,6.0,Low,1.0,Cat_6,B,Complete
459218,male,Yes,88,Yes,lawyer,0.0,High,3.0,Cat_6,C,Complete
462860,male,No,30,Yes,healthcare,8.0,Low,5.0,Cat_6,D,Complete
462033,male,No,32,Yes,entertainment,1.0,Low,1.0,Cat_6,A,Complete
467695,male,Yes,43,No,marketing,1.0,Low,2.0,Cat_7,D,Complete
463090,female,Yes,55,No,engineer,3.0,Average,2.0,Cat_6,B,Complete
459219,female,Yes,47,Yes,artist,0.0,Average,3.0,Cat_6,C,Complete
460148,female,Yes,73,No,engineer,1.0,Low,0.0,,A,Complete
461603,male,No,39,Yes,artist,0.0,Low,1.0,Cat_6,C,Complete
466359,male,No,22,No,healthcare,0.0,Low,4.0,Cat_6,D,Complete
464655,male,Yes,39,Yes,Not Provided,0.0,Average,5.0,Cat_4,A,Incomplete
466088,female,No,31,No,healthcare,0.0,Low,7.0,Cat_6,B,Complete
461205,male,No,27,Yes,healthcare,0.0,Low,3.0,Cat_2,D,Complete
462822,male,No,19,No,healthcare,0.0,Low,4.0,Cat_6,D,Complete
459076,male,Yes,69,No,doctor,0.0,Average,2.0,Cat_6,C,Complete
463410,male,Yes,37,No,doctor,0.0,Average,2.0,Cat_6,B,Complete
463879,male,Yes,45,Yes,executive,0.0,High,2.0,Cat_6,C,Complete
462827,female,No,22,No,doctor,1.0,Low,3.0,Cat_3,A,Complete
461500,female,No,26,Yes,doctor,0.0,Low,3.0,Cat_6,B,Complete
461553,male,No,39,Yes,artist,1.0,Low,3.0,Cat_7,A,Complete
467912,male,Yes,61,Yes,entertainment,1.0,Low,2.0,Cat_5,A,Complete
465029,female,Yes,74,No,lawyer,1.0,High,2.0,Cat_6,C,Complete
460062,male,No,29,Yes,artist,4.0,Low,1.0,Cat_3,D,Complete
462863,male,No,29,Yes,homemaker,5.0,Low,1.0,Cat_6,D,Complete
460465,male,No,36,No,executive,0.0,Low,3.0,Cat_6,D,Complete
460335,female,No,63,Yes,doctor,0.0,Low,2.0,Cat_6,B,Complete
466067,male,Yes,69,Yes,artist,0.0,Average,5.0,Cat_3,C,Complete
463962,female,Unknown,35,Yes,artist,12.0,Low,2.0,Cat_6,B,Incomplete
459807,male,Yes,81,Yes,lawyer,1.0,Low,1.0,Cat_6,A,Complete
463364,female,Yes,71,No,lawyer,1.0,High,2.0,Cat_6,B,Complete
463599,female,No,31,No,healthcare,10.0,Low,2.0,Cat_3,C,Complete
462686,male,Yes,41,Yes,entertainment,9.0,Average,4.0,,A,Complete
462949,male,Yes,35,No,homemaker,1.0,Average,3.0,Cat_6,B,Complete
460275,female,No,52,Yes,artist,6.0,Low,1.0,Cat_6,A,Complete
461184,male,No,19,No,healthcare,0.0,Low,4.0,Cat_3,D,Complete
460728,female,Unknown,39,Yes,artist,0.0,Low,1.0,Cat_7,B,Incomplete
462416,male,Yes,45,No,artist,0.0,Low,2.0,Cat_4,B,Complete
460846,female,No,19,No,marketing,1.0,Low,4.0,Cat_6,D,Complete
459542,male,No,23,No,healthcare,2.0,Low,5.0,Cat_6,D,Complete
459080,male,Yes,77,No,lawyer,0.0,Low,2.0,Cat_6,D,Complete
463106,female,Yes,84,Yes,lawyer,0.0,Low,1.0,Cat_6,B,Complete
464728,male,Yes,47,No,entertainment,1.0,High,4.0,Cat_4,D,Complete
466474,male,No,29,Yes,entertainment,6.0,Low,3.0,Cat_6,A,Complete
461711,female,No,35,Yes,artist,8.0,Low,3.0,Cat_2,A,Complete
460347,male,Yes,40,Yes,artist,14.0,Low,2.0,Cat_6,C,Complete
467689,male,No,35,No,healthcare,1.0,Low,1.0,Cat_6,D,Complete
460260,male,No,20,No,healthcare,0.0,Low,3.0,Cat_2,D,Complete
466344,male,No,43,Yes,entertainment,0.0,Low,2.0,Cat_2,A,Complete
466437,male,Yes,56,No,executive,0.0,Low,1.0,Cat_6,D,Complete
460423,female,Yes,53,Yes,artist,3.0,Low,1.0,Cat_7,A,Complete
459590,male,Yes,22,No,executive,1.0,High,3.0,Cat_6,D,Complete
464668,male,Yes,32,No,healthcare,1.0,High,4.0,Cat_4,D,Complete
463049,male,Yes,51,No,executive,2.0,High,5.0,Cat_6,A,Complete
460458,female,No,41,No,marketing,1.0,Low,0.0,Cat_3,D,Complete
462407,male,Yes,37,No,doctor,2.0,Average,4.0,Cat_6,A,Complete
459450,male,Yes,55,Yes,artist,4.0,Average,4.0,Cat_6,A,Complete
463255,male,No,42,Yes,entertainment,3.0,Low,2.0,Cat_6,A,Complete
462574,male,No,20,No,healthcare,1.0,Low,5.0,Cat_4,D,Complete
465761,female,No,42,Yes,artist,12.0,Low,2.0,Cat_4,A,Complete
467728,female,Yes,38,No,engineer,1.0,High,5.0,Cat_6,B,Complete
465841,female,No,52,Yes,engineer,3.0,Low,1.0,Cat_6,A,Complete
460117,female,Yes,48,Yes,marketing,9.0,Low,1.0,Cat_6,D,Complete
466619,male,Yes,37,Yes,entertainment,5.0,Average,2.0,Cat_6,C,Complete
461722,male,No,27,No,doctor,1.0,Low,3.0,Cat_6,B,Complete
460898,male,Yes,48,No,artist,3.0,Average,4.0,Cat_6,B,Complete
463627,female,No,25,Yes,marketing,5.0,Low,2.0,Cat_4,D,Complete
460403,female,No,56,Yes,doctor,3.0,Low,1.0,Cat_6,A,Complete
459818,female,Yes,68,No,lawyer,1.0,Low,1.0,Cat_6,D,Complete
463732,male,No,21,No,healthcare,0.0,Low,4.0,Cat_6,D,Complete
462499,female,Unknown,72,No,lawyer,8.0,Average,2.0,Cat_6,D,Incomplete
467112,male,No,43,Yes,artist,1.0,Low,2.0,Cat_2,B,Complete
459902,male,Yes,52,Yes,lawyer,8.0,High,2.0,Cat_6,C,Complete
463233,male,Yes,50,No,executive,0.0,Average,5.0,Cat_6,B,Complete
467721,male,No,41,Yes,entertainment,0.0,Low,1.0,Cat_4,D,Complete
465915,male,Yes,40,Yes,entertainment,8.0,Average,2.0,Cat_6,B,Complete
464506,male,No,32,Yes,healthcare,8.0,Low,2.0,Cat_4,D,Complete
460624,male,Yes,57,Yes,homemaker,5.0,High,2.0,Cat_6,A,Complete
462020,female,No,25,Yes,artist,13.0,Low,2.0,Cat_6,C,Complete
464320,male,Yes,74,No,lawyer,0.0,High,2.0,Cat_6,A,Complete
467687,male,No,38,Yes,entertainment,0.0,Low,4.0,Cat_6,D,Complete
461561,female,Yes,46,Yes,artist,0.0,Average,2.0,Cat_6,C,Complete
465953,female,No,50,Yes,artist,1.0,Low,1.0,Cat_6,D,Complete
463309,male,Yes,50,Yes,artist,0.0,Average,2.0,Cat_3,B,Complete
459134,female,Yes,69,Yes,lawyer,0.0,High,2.0,Cat_6,C,Complete
464195,male,No,29,Yes,artist,0.0,Low,1.0,Cat_6,A,Complete
467696,male,Yes,84,Yes,lawyer,0.0,High,3.0,Cat_6,B,Complete
459586,male,Yes,73,No,executive,1.0,Low,0.0,Cat_6,C,Complete
466504,male,Yes,38,No,executive,9.0,High,5.0,Cat_6,B,Complete
466792,female,Yes,82,No,lawyer,0.0,Low,1.0,Cat_6,A,Complete
459875,male,Yes,71,No,lawyer,0.0,High,0.0,Cat_6,A,Complete
463837,female,Yes,50,No,engineer,0.0,Low,3.0,Cat_7,B,Complete
465384,male,Yes,56,Yes,artist,0.0,High,2.0,Cat_6,B,Complete
462050,male,No,19,No,healthcare,4.0,Low,3.0,Cat_2,D,Complete
465268,male,Yes,29,No,executive,12.0,Low,3.0,Cat_6,B,Complete
461370,male,No,26,Yes,doctor,1.0,Low,3.0,Cat_6,D,Complete
464225,female,No,31,No,doctor,1.0,Low,5.0,Cat_3,C,Complete
466665,male,Yes,42,Yes,artist,0.0,Average,2.0,Cat_6,A,Complete
462290,female,No,33,Yes,doctor,1.0,Low,1.0,Cat_6,B,Complete
459326,male,Yes,35,No,healthcare,1.0,Low,5.0,Cat_6,D,Complete
464926,female,Yes,46,No,engineer,0.0,High,3.0,Cat_4,A,Complete
460343,female,No,67,Yes,artist,0.0,Low,2.0,Cat_6,B,Complete
463626,female,No,35,No,artist,7.0,Low,2.0,Cat_6,D,Complete
464266,male,No,28,No,doctor,8.0,Low,3.0,Cat_6,A,Complete
464491,female,No,43,No,doctor,8.0,Low,1.0,Cat_4,D,Complete
467698,female,Yes,40,No,artist,3.0,Average,0.0,Cat_6,A,Complete
463440,female,Yes,73,Yes,artist,0.0,Average,3.0,Cat_1,C,Complete
463602,female,No,21,No,healthcare,8.0,Low,4.0,Cat_6,D,Complete
464706,female,No,32,No,doctor,1.0,Low,3.0,Cat_4,D,Complete
467220,female,No,36,No,Not Provided,0.0,Low,0.0,Cat_4,D,Incomplete
460313,male,No,32,Yes,artist,13.0,Low,3.0,Cat_6,A,Complete
465497,male,No,25,No,homemaker,14.0,Low,3.0,Cat_5,A,Complete
465846,female,No,40,Yes,artist,5.0,Low,1.0,Cat_6,A,Complete
463374,female,No,19,No,healthcare,0.0,Low,3.0,Cat_6,D,Complete
462704,male,Yes,48,Yes,executive,5.0,High,5.0,Cat_6,B,Complete
462160,female,No,36,Yes,artist,3.0,Low,3.0,Cat_6,C,Complete
461365,male,No,27,No,healthcare,1.0,Low,3.0,Cat_6,D,Complete
464205,female,Yes,82,No,entertainment,0.0,High,2.0,Cat_6,B,Complete
459294,male,No,23,No,healthcare,9.0,Low,4.0,Cat_6,D,Complete
460318,male,No,30,Yes,entertainment,14.0,Low,3.0,Cat_6,D,Complete
467967,male,No,30,Yes,entertainment,8.0,Low,4.0,Cat_6,A,Complete
461797,male,No,30,Yes,healthcare,1.0,Low,3.0,Cat_6,D,Complete
462980,male,No,28,Yes,entertainment,1.0,Low,5.0,Cat_6,C,Complete
462361,male,Yes,60,Yes,artist,0.0,Low,2.0,Cat_4,A,Complete
461855,female,Yes,52,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
461069,female,No,19,No,healthcare,0.0,Low,0.0,Cat_3,D,Complete
467522,female,No,19,No,healthcare,0.0,Low,2.0,Cat_6,D,Complete
463327,male,Yes,40,No,executive,1.0,Low,5.0,Cat_5,D,Complete
459824,male,No,38,Yes,entertainment,8.0,Low,1.0,Cat_6,D,Complete
461051,female,Yes,71,Yes,entertainment,1.0,Average,2.0,Cat_6,B,Complete
461142,female,No,40,Yes,engineer,1.0,Low,3.0,Cat_3,B,Complete
461521,male,Yes,68,Yes,artist,0.0,High,2.0,Cat_6,B,Complete
459422,male,Yes,50,Yes,entertainment,0.0,Low,4.0,Cat_6,A,Complete
467792,male,No,21,No,healthcare,0.0,Low,4.0,Cat_6,D,Complete
467432,male,No,29,Yes,healthcare,0.0,Low,3.0,Cat_6,B,Complete
464016,female,Unknown,29,Yes,entertainment,0.0,High,1.0,Cat_1,A,Incomplete
464654,female,Yes,39,No,engineer,1.0,Average,4.0,Cat_4,B,Complete
459111,male,Yes,41,Yes,executive,0.0,Low,4.0,Cat_6,B,Complete
459408,male,No,28,No,doctor,0.0,Low,1.0,Cat_6,D,Complete
466473,female,No,22,No,healthcare,0.0,Low,3.0,Cat_2,D,Complete
464365,male,No,35,Yes,artist,0.0,Low,1.0,Cat_6,A,Complete
460046,female,Yes,49,Yes,artist,3.0,Low,2.0,Cat_6,B,Complete
466698,female,Yes,26,Yes,healthcare,8.0,Low,2.0,Cat_3,D,Complete
460609,female,No,33,No,healthcare,0.0,Low,1.0,Cat_4,C,Complete
459927,female,No,27,No,engineer,0.0,Low,2.0,Cat_3,D,Complete
467057,female,No,50,No,entertainment,8.0,Low,2.0,Cat_6,A,Complete
466052,female,Yes,37,Yes,homemaker,5.0,Low,2.0,Cat_4,D,Complete
464210,male,No,43,Yes,marketing,0.0,Low,2.0,Cat_6,A,Complete
465873,male,No,35,Yes,entertainment,13.0,Low,1.0,Cat_6,D,Complete
459802,female,Yes,50,Yes,artist,1.0,Low,1.0,Cat_6,C,Complete
464817,male,No,31,Yes,artist,7.0,Low,1.0,Cat_4,A,Complete
465540,female,Yes,29,No,engineer,0.0,High,2.0,Cat_6,D,Complete
460845,female,No,20,No,healthcare,0.0,Low,2.0,Cat_6,D,Complete
459072,male,Yes,66,Yes,entertainment,1.0,Average,2.0,Cat_6,C,Complete
465694,male,Yes,37,Yes,healthcare,1.0,Average,2.0,Cat_4,A,Complete
466381,male,Yes,52,Yes,artist,2.0,Average,2.0,Cat_6,C,Complete
460947,male,Yes,45,Yes,executive,7.0,High,5.0,Cat_6,C,Complete
467338,female,No,27,Yes,healthcare,2.0,Low,6.0,Cat_6,D,Complete
467189,female,Yes,46,Yes,artist,1.0,High,4.0,Cat_6,C,Complete
466456,female,Yes,43,No,doctor,9.0,Low,1.0,Cat_2,A,Complete
463805,female,No,32,No,doctor,8.0,Low,6.0,Cat_6,C,Complete
462427,male,Yes,87,Yes,lawyer,9.0,Low,4.0,Cat_6,C,Complete
462785,female,Yes,40,Yes,engineer,0.0,Average,5.0,Cat_3,B,Complete
466906,male,No,59,Yes,artist,1.0,Low,2.0,Cat_6,B,Complete
461842,male,Yes,63,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
462229,male,No,23,No,Not Provided,0.0,Low,8.0,Cat_4,D,Incomplete
462372,female,Yes,65,No,lawyer,0.0,High,2.0,Cat_6,A,Complete
462400,male,No,47,Yes,artist,0.0,Low,1.0,Cat_6,B,Complete
466598,female,Yes,45,Yes,artist,9.0,Low,2.0,Cat_6,C,Complete
466940,male,Yes,79,No,lawyer,0.0,Low,1.0,Cat_6,D,Complete
461754,male,Yes,65,No,entertainment,1.0,High,2.0,Cat_6,B,Complete
461376,female,No,38,Yes,healthcare,0.0,Low,2.0,Cat_6,B,Complete
459427,female,Yes,28,Yes,healthcare,0.0,Low,2.0,Cat_6,D,Complete
462025,male,No,20,No,healthcare,2.0,Low,3.0,Cat_4,D,Complete
465720,female,Yes,36,Yes,artist,1.0,Low,2.0,Cat_6,C,Complete
466354,male,No,22,No,healthcare,0.0,Low,4.0,Cat_6,D,Complete
463857,male,Yes,56,No,healthcare,0.0,High,4.0,Cat_7,B,Complete
465849,female,No,32,Yes,doctor,5.0,Low,3.0,Cat_4,A,Complete
464100,female,No,33,Yes,healthcare,1.0,Low,1.0,Cat_6,D,Complete
461444,female,Yes,68,Yes,artist,1.0,High,2.0,Cat_6,C,Complete
461828,male,Yes,53,Yes,artist,0.0,Average,3.0,Cat_6,C,Complete
464711,female,Yes,38,Yes,artist,7.0,Average,3.0,Cat_1,B,Complete
462759,male,No,22,No,healthcare,0.0,Low,5.0,Cat_2,D,Complete
465349,female,Yes,49,Yes,artist,0.0,High,4.0,Cat_6,C,Complete
459449,male,Yes,43,Yes,artist,0.0,Low,2.0,Cat_6,B,Complete
463407,female,No,33,No,doctor,0.0,Low,1.0,Cat_3,D,Complete
466632,female,Yes,57,Yes,artist,1.0,High,2.0,Cat_6,C,Complete
464641,female,Yes,65,Yes,lawyer,2.0,Low,6.0,Cat_1,D,Complete
460290,female,Unknown,50,Yes,artist,0.0,High,1.0,,B,Incomplete
462154,male,Yes,36,Yes,entertainment,0.0,Average,2.0,Cat_6,C,Complete
464754,female,Yes,43,No,engineer,4.0,Average,7.0,Cat_4,A,Complete
460167,female,No,18,No,entertainment,1.0,Low,5.0,Cat_2,C,Complete
461987,female,Yes,43,No,engineer,1.0,Average,2.0,Cat_6,B,Complete
463259,male,Yes,75,Yes,lawyer,0.0,Low,1.0,Cat_6,A,Complete
464421,female,Yes,27,No,marketing,0.0,High,4.0,Cat_6,D,Complete
461628,male,Yes,39,Yes,healthcare,11.0,Average,2.0,Cat_6,B,Complete
459126,male,Yes,61,Yes,artist,2.0,Low,2.0,Cat_6,B,Complete
460639,female,Yes,73,Yes,lawyer,0.0,Low,5.0,Cat_1,D,Complete
465143,male,No,26,Yes,engineer,0.0,Low,5.0,Cat_4,C,Complete
460860,male,Yes,52,Yes,artist,7.0,Average,4.0,Cat_6,B,Complete
467629,male,Yes,50,Yes,artist,1.0,Low,1.0,Cat_6,B,Complete
461720,female,No,51,Yes,artist,1.0,Low,1.0,Cat_4,B,Complete
460086,male,Yes,50,No,artist,1.0,Average,3.0,Cat_6,C,Complete
465832,male,Yes,53,Yes,executive,9.0,High,5.0,Cat_4,B,Complete
467070,male,Yes,40,No,executive,5.0,Low,4.0,Cat_6,D,Complete
459602,female,Yes,86,No,lawyer,0.0,Low,1.0,Cat_6,D,Complete
463541,female,No,26,No,healthcare,0.0,Low,3.0,Cat_5,B,Complete
462431,male,No,32,No,entertainment,9.0,Low,4.0,Cat_6,A,Complete
461387,female,No,22,No,healthcare,5.0,Low,3.0,Cat_2,D,Complete
461693,female,Yes,36,Yes,artist,1.0,Average,4.0,Cat_6,B,Complete
466793,female,Unknown,62,Yes,artist,4.0,Average,3.0,Cat_6,B,Incomplete
466010,female,Yes,69,No,doctor,0.0,Low,1.0,Cat_3,A,Complete
465674,female,No,39,Yes,entertainment,1.0,Low,2.0,Cat_4,A,Complete
459405,female,Yes,81,No,doctor,0.0,High,2.0,Cat_6,A,Complete
465989,female,No,28,No,healthcare,9.0,Low,2.0,Cat_6,D,Complete
465598,male,No,28,Yes,healthcare,6.0,Low,5.0,Cat_2,D,Complete
466093,male,No,52,Yes,entertainment,1.0,Low,5.0,Cat_4,B,Complete
462773,female,Yes,40,Yes,artist,4.0,Average,5.0,Cat_6,B,Complete
467087,male,No,68,Yes,lawyer,0.0,Low,0.0,Cat_6,B,Complete
465763,female,Yes,37,No,artist,0.0,Average,2.0,Cat_4,D,Complete
462958,male,No,26,No,marketing,1.0,Low,5.0,Cat_6,D,Complete
467056,female,No,31,No,homemaker,8.0,Low,1.0,Cat_6,A,Complete
461990,female,Yes,68,Yes,lawyer,0.0,Low,2.0,Cat_6,C,Complete
464480,male,Yes,42,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
461318,female,Yes,56,Yes,artist,1.0,Average,6.0,Cat_5,C,Complete
467398,male,Yes,37,No,entertainment,1.0,Low,2.0,Cat_6,A,Complete
464222,male,Yes,58,Yes,artist,1.0,Low,1.0,Cat_6,D,Complete
465427,male,No,33,Yes,artist,7.0,Low,1.0,Cat_6,A,Complete
460652,female,No,31,No,homemaker,8.0,Low,1.0,Cat_4,D,Complete
463642,female,No,27,Yes,healthcare,0.0,Low,3.0,Cat_2,B,Complete
462672,male,No,25,No,healthcare,7.0,Low,4.0,Cat_4,D,Complete
466112,male,Yes,51,Yes,entertainment,1.0,Average,2.0,Cat_6,B,Complete
459831,male,Yes,37,No,engineer,8.0,Average,3.0,Cat_4,D,Complete
463027,male,Yes,69,Yes,executive,1.0,Average,4.0,Cat_6,B,Complete
